track_name,artists_names,principal_artist_name,artist_genres,popularity,year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_min,genre_label,cluster
Watermelon Crawl,Tracy Byrd,Tracy Byrd,contemporary country;country;country road,69,1994,0.759,0.723,0.962,0.173,0.0,0.028,136.746,-9.315,3.032883333333333,Country,2
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,71,1994,0.683,0.74,0.65,0.00228,0.0,0.0462,129.515,-6.041,4.696216666666666,Hip Hop,2
Foe Tha Love of $,Bone Thugs-N-Harmony;Eazy-E,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,68,1994,0.772,0.695,0.643,0.00295,0.0,0.0735,137.868,-8.013,4.540666666666667,Hip Hop,2
Juicy - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,79,1994,0.889,0.818,0.782,0.47,0.0,0.253,96.063,-4.639,5.046,Hip Hop,1
Dust On The Bottle,David Lee Murphy,David Lee Murphy,contemporary country;country;country road,74,1994,0.736,0.614,0.858,0.0237,5.84e-06,0.0389,99.942,-11.124,3.744433333333333,Country,1
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,69,1994,0.831,0.682,0.6,0.256,0.0,0.238,91.771,-5.697,5.322666666666667,Hip Hop,1
I Wanna Be Down,Brandy,Brandy,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,66,1994,0.703,0.469,0.661,0.177,0.0,0.0415,86.038,-6.515,4.8611,R&B,1
Hey Mr. D.J.,Zhané,Zhané,contemporary r&b;r&b,65,1994,0.865,0.557,0.859,0.0221,0.00353,0.0612,101.295,-8.018,4.206666666666667,R&B,1
I Swear,All-4-One,All-4-One,boy band;contemporary r&b;r&b,72,1994,0.532,0.407,0.23,0.235,0.0,0.0233,83.207,-9.658,4.330883333333333,R&B,0
Check Yo Self - Remix,Ice Cube;Das EFX,Ice Cube,conscious hip hop;g funk;gangster rap;hip hop;rap;west coast rap,73,1994,0.934,0.735,0.768,0.031,8.6e-06,0.251,101.368,-6.668,4.551766666666667,Hip Hop,1
Mary Jane (All Night Long),Mary J. Blige,Mary J. Blige,dance pop;neo soul;r&b;urban contemporary,65,1994,0.784,0.298,0.846,0.125,3.19e-05,0.0542,87.172,-9.56,4.654,R&B,1
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,69,1994,0.721,0.662,0.68,0.0888,0.0,0.403,94.191,-8.136,4.765766666666667,Hip Hop,1
Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,68,1994,0.604,0.501,0.0956,0.466,9.09e-06,0.425,78.61,-10.171,2.836883333333333,Hip Hop,0
At Your Best (You Are Love),Aaliyah,Aaliyah,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,66,1994,0.626,0.441,0.563,0.761,0.0138,0.0308,78.094,-10.637,4.856666666666666,R&B,0
Be My Baby Tonight,John Michael Montgomery,John Michael Montgomery,contemporary country;country;country road,62,1994,0.632,0.773,0.901,0.215,2.7e-05,0.0381,156.88,-7.956,2.87,Country,2
If I Could Make a Living,Clay Walker,Clay Walker,contemporary country;country;country road,65,1994,0.593,0.775,0.896,0.168,0.0,0.0345,155.989,-7.016,2.230883333333333,Country,2
I Swear,John Michael Montgomery,John Michael Montgomery,contemporary country;country;country road,65,1994,0.628,0.496,0.266,0.242,1.2e-05,0.0233,85.523,-7.103,4.375333333333334,Country,0
It Ain't Hard to Tell,Nas,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,70,1994,0.69,0.729,0.357,1.7e-05,0.0431,0.221,91.376,-5.819,3.368433333333333,Hip Hop,1
Down On The Farm,Tim McGraw,Tim McGraw,contemporary country;country;country road,62,1994,0.721,0.735,0.961,0.115,0.0,0.0284,127.575,-11.849,2.9811,Country,1
Mass Appeal,Gang Starr,Gang Starr,alternative hip hop;conscious hip hop;east coast hip hop;hardcore hip hop;hip hop,65,1994,0.808,0.726,0.616,0.0208,0.276,0.252,96.12,-8.435,3.683766666666667,Hip Hop,1
I'll Make Love To You,Boyz II Men,Boyz II Men,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,64,1994,0.567,0.501,0.2,0.0995,0.0,0.0241,142.589,-8.038,3.946216666666666,R&B,0
Don't Take The Girl,Tim McGraw,Tim McGraw,contemporary country;country;country road,64,1994,0.439,0.454,0.354,0.279,0.0,0.0308,204.263,-8.669,4.156,Country,0
Pickup Man,Joe Diffie,Joe Diffie,classic oklahoma country;contemporary country;country;country road,63,1994,0.713,0.692,0.884,0.432,0.0,0.0365,140.561,-8.554,3.603333333333333,Country,2
Flute Loop - Remastered 2009,Beastie Boys,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,63,1994,0.8,0.788,0.236,0.0149,0.000448,0.231,104.466,-8.798,1.910883333333333,Hip Hop,1
Player's Ball,Outkast,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,62,1994,0.857,0.764,0.578,0.0398,0.0,0.246,93.071,-6.304,4.354433333333334,Hip Hop,1
The Keeper Of The Stars,Tracy Byrd,Tracy Byrd,contemporary country;country;country road,59,1994,0.583,0.276,0.0486,0.47,0.0,0.0264,78.079,-12.912,4.1271,Country,0
Represent,Nas,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,66,1994,0.708,0.832,0.618,0.02,2.8e-06,0.318,92.428,-4.964,4.21,Hip Hop,1
I'm Goin' Down,Mary J. Blige,Mary J. Blige,dance pop;neo soul;r&b;urban contemporary,60,1994,0.572,0.324,0.234,0.737,0.0,0.0512,94.048,-9.297,3.70555,R&B,0
Livin' On Love,Alan Jackson,Alan Jackson,country,58,1994,0.724,0.55,0.67,0.141,4.55e-06,0.0268,118.557,-9.767,3.826,Country,1
Warning - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,63,1994,0.596,0.791,0.399,0.345,1.42e-05,0.476,171.919,-7.582,3.674,Hip Hop,1
Turn The Page - Live,Bob Seger,Bob Seger,album rock;classic rock;country rock;detroit rock;hard rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,60,1994,0.528,0.362,0.305,0.193,0.0,0.0322,78.801,-10.352,5.042716666666666,Country,0
Go Rest High On That Mountain,Vince Gill,Vince Gill,classic oklahoma country;country;country road,60,1994,0.325,0.143,0.179,0.469,0.000221,0.033,110.823,-12.218,5.266216666666667,Country,0
Gone Country,Alan Jackson,Alan Jackson,country,61,1994,0.673,0.679,0.612,0.0875,0.0,0.0254,125.607,-7.337,4.34155,Country,2
Sure Shot,Beastie Boys,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,63,1994,0.692,0.799,0.549,0.388,0.0,0.164,97.978,-7.924,3.327766666666667,Hip Hop,1
Party Crowd,David Lee Murphy,David Lee Murphy,contemporary country;country;country road,61,1994,0.758,0.655,0.767,0.0379,0.0,0.0292,127.141,-11.661,3.307333333333333,Country,1
Age Ain't Nothing But a Number,Aaliyah,Aaliyah,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,64,1994,0.589,0.532,0.434,0.155,0.0903,0.0271,84.012,-8.572,4.232666666666667,R&B,0
No Tears,Scarface,Scarface,conscious hip hop;dirty south rap;gangster rap;hardcore hip hop,62,1994,0.88,0.818,0.726,0.0353,0.0,0.359,81.93,-7.427,2.438,Hip Hop,1
Back & Forth,Aaliyah,Aaliyah,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,63,1994,0.706,0.727,0.903,0.0698,5.31e-06,0.0317,92.938,-8.06,3.85155,R&B,2
Just a Friend,Biz Markie,Biz Markie,east coast hip hop;golden age hip hop;old school hip hop,61,1994,0.862,0.663,0.837,0.12,0.0,0.21,85.308,-9.004,3.9711,Hip Hop,1
Bring The Pain,Method Man,Method Man,east coast hip hop;hardcore hip hop;hip hop,63,1994,0.835,0.456,0.224,0.38,0.00359,0.266,101.889,-10.195,3.162666666666667,Hip Hop,0
You Ain't Much Fun,Toby Keith,Toby Keith,classic oklahoma country;contemporary country;country;country road,60,1994,0.771,0.675,0.757,0.229,0.0,0.0457,138.322,-7.9,2.450433333333333,Country,2
Life's a Bitch (feat. AZ & Olu Dara),Nas;AZ;Olu Dara,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,65,1994,0.775,0.734,0.342,0.00138,0.0,0.215,90.001,-5.41,3.514,Hip Hop,1
Thinkin' Problem,David Ball,David Ball,classic country pop;country;country road,57,1994,0.765,0.573,0.74,0.138,1.92e-05,0.0324,110.434,-11.243,3.018883333333333,Country,1
Fantastic Voyage,Coolio,Coolio,g funk;gangster rap;hip hop;west coast rap,60,1994,0.888,0.584,0.762,0.0385,3.19e-06,0.112,104.705,-13.308,5.574,Hip Hop,1
Be Happy,Mary J. Blige,Mary J. Blige,dance pop;neo soul;r&b;urban contemporary,58,1994,0.682,0.739,0.685,0.129,0.0,0.0763,92.894,-8.504,5.826,R&B,1
Sending My Love,Zhané,Zhané,contemporary r&b;r&b,58,1994,0.712,0.516,0.221,0.0314,0.15,0.0586,95.023,-9.615,3.682666666666667,R&B,0
On Bended Knee,Boyz II Men,Boyz II Men,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,58,1994,0.631,0.516,0.18,0.413,0.0,0.0353,116.654,-8.225,5.496666666666667,R&B,0
Soulshine,Allman Brothers Band,Allman Brothers Band,album rock;blues rock;classic rock;country rock;folk rock;hard rock;heartland rock;jam band;mellow gold;rock;singer-songwriter;soft rock;southern rock,58,1994,0.476,0.556,0.559,0.125,0.0117,0.0274,135.624,-6.501,6.7251,Country,2
"Flava in Ya Ear Remix (feat. The Notorious B.I.G., LL Cool J, Busta Rhymes, Rampage)",Craig Mack;Busta Rhymes;LL COOL J;Rampage;The Notorious B.I.G.,Craig Mack,gangster rap;hardcore hip hop;hip hop,60,1994,0.52,0.847,0.799,0.272,0.0,0.427,177.371,-5.3,5.03355,Hip Hop,2
Wink,Neal McCoy,Neal McCoy,country;country road,58,1994,0.708,0.852,0.93,0.0761,0.0,0.0302,117.644,-6.177,2.707766666666667,Country,2
Whenever You Come Around,Vince Gill,Vince Gill,classic oklahoma country;country;country road,58,1994,0.719,0.22,0.168,0.736,9.4e-06,0.0294,115.375,-11.811,4.319333333333334,Country,0
Before I Let You Go,Blackstreet,Blackstreet,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,59,1994,0.67,0.468,0.486,0.325,0.0,0.0328,140.069,-6.725,4.996666666666667,R&B,0
Best Friend,Brandy,Brandy,contemporary r&b;dance pop;hip pop;r&b;urban contemporary,59,1994,0.696,0.49,0.557,0.155,0.000351,0.0347,179.825,-6.631,4.814,R&B,2
Goodbye Says It All,BlackHawk,BlackHawk,country;country road,56,1994,0.646,0.479,0.675,0.056,0.0,0.0265,137.703,-9.823,3.402666666666667,Country,2
Machine Gun Funk - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,63,1994,0.841,0.738,0.305,0.102,0.0235,0.3,93.725,-5.325,4.264883333333334,Hip Hop,1
My Life,Mary J. Blige,Mary J. Blige,dance pop;neo soul;r&b;urban contemporary,58,1994,0.522,0.641,0.357,0.117,0.0,0.0562,150.877,-8.013,4.290433333333334,R&B,2
Two Dozen Roses,Shenandoah,Shenandoah,contemporary country;country;country road,58,1994,0.695,0.502,0.543,0.327,0.0,0.0279,117.083,-12.01,3.726883333333333,Country,0
Water Runs Dry,Boyz II Men,Boyz II Men,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,55,1994,0.589,0.368,0.523,0.475,0.0,0.0264,89.626,-12.979,3.356666666666666,R&B,0
Wild Night,John Mellencamp;Meshell Ndegeocello,John Mellencamp,album rock;classic rock;country rock;folk rock;hard rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock,57,1994,0.665,0.888,0.951,0.0695,0.00147,0.0552,144.339,-4.433,3.458433333333333,Country,2
Halftime,Nas,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,62,1994,0.766,0.793,0.652,0.0303,8.09e-06,0.166,91.925,-6.638,4.34665,Hip Hop,1
The What - 2005 Remaster,The Notorious B.I.G.;Method Man,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,60,1994,0.622,0.714,0.711,0.191,0.0,0.411,173.163,-8.244,3.958,Hip Hop,1
Baby Likes To Rock It,The Tractors,The Tractors,classic country pop;country rock,56,1994,0.573,0.946,0.964,0.165,0.00028,0.0369,79.966,-6.178,3.9411,Country,2
No Doubt About It,Neal McCoy,Neal McCoy,country;country road,56,1994,0.621,0.469,0.511,0.22,3.34e-05,0.0267,144.665,-10.438,3.794,Country,0
Diggin' On You,TLC,TLC,atl hip hop;contemporary r&b;dance pop;girl group;hip pop;r&b;urban contemporary,58,1994,0.719,0.631,0.456,0.0235,0.702,0.0451,80.127,-7.411,4.242666666666667,Hip Hop,3
Red Light Special,TLC,TLC,atl hip hop;contemporary r&b;dance pop;girl group;hip pop;r&b;urban contemporary,57,1994,0.52,0.449,0.364,0.205,0.000687,0.0331,189.243,-8.957,5.066,Hip Hop,0
Juicy - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,61,1994,0.902,0.756,0.598,0.417,0.0,0.28,97.434,-4.547,4.766666666666667,Hip Hop,1
Memory Lane (Sittin' in da Park),Nas,Nas,conscious hip hop;east coast hip hop;gangster rap;hardcore hip hop;hip hop;queens hip hop;rap,60,1994,0.648,0.841,0.624,0.31,0.0,0.212,89.564,-4.322,4.136883333333333,Hip Hop,1
I Try to Think About Elvis,Patty Loveless,Patty Loveless,country;country dawn;country road;kentucky roots,56,1994,0.62,0.697,0.711,0.0315,0.0,0.0498,160.957,-7.278,2.832216666666667,Country,2
Candy Rain - Heavy D & TrakMasterz Mix,Soul For Real;Heavy D,Soul For Real,boy band;contemporary r&b;new jack swing;r&b,55,1994,0.787,0.585,0.751,0.0118,3.02e-05,0.0492,93.881,-7.529,4.360433333333333,R&B,1
Summertime Blues,Alan Jackson,Alan Jackson,country,54,1994,0.604,0.807,0.968,0.262,7.48e-05,0.0343,161.0,-8.697,3.214433333333333,Country,2
Daddy Never Was the Cadillac Kind,Confederate Railroad,Confederate Railroad,country;country road;country rock;southern rock,53,1994,0.586,0.517,0.637,0.225,1.91e-06,0.0268,77.189,-12.88,3.727766666666667,Country,0
Get It Together,Beastie Boys;Q-Tip,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,57,1994,0.854,0.649,0.734,0.281,0.0,0.326,101.02,-7.997,4.093766666666666,Hip Hop,1
Flava in Ya Ear,Craig Mack,Craig Mack,gangster rap;hardcore hip hop;hip hop,57,1994,0.763,0.541,0.885,0.466,0.0,0.329,90.032,-8.843,3.624433333333333,Hip Hop,1
Everyday Struggle - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,59,1994,0.913,0.712,0.449,0.0643,0.00176,0.265,96.145,-6.455,5.322,Hip Hop,1
Ready to Die - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,59,1994,0.727,0.831,0.504,0.0632,3.63e-05,0.31,84.991,-5.713,4.4091,Hip Hop,1
Third Rock from the Sun,Joe Diffie,Joe Diffie,classic oklahoma country;contemporary country;country;country road,53,1994,0.696,0.759,0.618,0.00436,2e-05,0.0718,150.647,-8.642,3.10155,Country,2
Just Playing (Dreams) - 2005 Remaster,The Notorious B.I.G.,The Notorious B.I.G.,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap,60,1994,0.773,0.668,0.674,0.5,0.0,0.37,177.669,-5.007,2.724666666666667,Hip Hop,1
Texas Tornado,Tracy Lawrence,Tracy Lawrence,arkansas country;contemporary country;country;country road,54,1994,0.641,0.429,0.309,0.312,3.69e-06,0.027,122.85,-10.508,3.41555,Country,0
Funkdafied,Da Brat,Da Brat,chicago rap;contemporary r&b;dirty south rap;hip pop;new jack swing;r&b;urban contemporary,56,1994,0.802,0.461,0.74,0.0757,0.0,0.302,90.995,-12.367,3.098883333333333,R&B,1
Shimmy Shimmy Ya,Ol' Dirty Bastard,Ol' Dirty Bastard,east coast hip hop;hardcore hip hop;hip hop,70,1995,0.814,0.481,0.193,0.097,3.83e-05,0.245,96.252,-5.183,2.69,Hip Hop,1
Candy Rain,Soul For Real,Soul For Real,boy band;contemporary r&b;new jack swing;r&b,70,1995,0.59,0.699,0.63,0.00389,4.69e-05,0.079,188.268,-7.529,4.6011,R&B,2
Tha Crossroads,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,71,1995,0.679,0.509,0.534,0.0856,0.0,0.0617,144.29,-7.31,3.725766666666666,Hip Hop,2
This Is How We Do It,Montell Jordan;Wino,Montell Jordan,contemporary r&b;new jack swing;r&b;urban contemporary,69,1995,0.799,0.623,0.773,0.0141,0.0,0.0812,103.649,-9.374,3.98,R&B,1
Gangsta's Paradise,Coolio;L.V.,Coolio,g funk;gangster rap;hip hop;west coast rap,88,1995,0.647,0.514,0.386,0.0655,0.0,0.0593,79.975,-10.05,4.01155,Hip Hop,0
Sold (The Grundy County Auction Incident),John Michael Montgomery,John Michael Montgomery,contemporary country;country;country road,72,1995,0.771,0.848,0.803,0.108,0.0,0.035,115.642,-7.365,2.536433333333334,Country,2
Keep Their Heads Ringin',Dr. Dre,Dr. Dre,g funk;gangster rap;hip hop;rap;west coast rap,69,1995,0.672,0.777,0.238,0.0379,0.00141,0.0956,90.575,-4.238,5.092883333333333,Hip Hop,2
I Got 5 On It,Luniz;Michael Marshall,Luniz,g funk;oakland hip hop;west coast rap,76,1995,0.6,0.706,0.58,0.209,0.0,0.361,173.926,-7.899,4.22555,Hip Hop,1
Tell Me,Groove Theory,Groove Theory,contemporary r&b;new jack swing;r&b,69,1995,0.8,0.362,0.888,0.035,3.99e-06,0.0634,93.059,-10.849,3.934433333333333,R&B,1
Get Money,Junior M.A.F.I.A.,Junior M.A.F.I.A.,dirty south rap;east coast hip hop,66,1995,0.736,0.828,0.899,0.477,0.0,0.284,91.224,-5.835,4.582283333333334,Hip Hop,1
Feel Me Flow,Naughty By Nature,Naughty By Nature,east coast hip hop;hip hop;new jersey rap,70,1995,0.817,0.817,0.854,0.098,1.61e-06,0.135,90.194,-4.911,3.546,Hip Hop,1
1st of Tha Month,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,70,1995,0.729,0.581,0.508,0.0777,3.81e-06,0.18,74.038,-8.235,5.244666666666666,Hip Hop,1
Check Yes Or No,George Strait,George Strait,contemporary country;country;country road,75,1995,0.708,0.524,0.69,0.0551,3.21e-06,0.0352,111.482,-12.644,3.344433333333333,Country,0
Dear Mama,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,73,1995,0.773,0.54,0.322,0.371,0.0,0.103,84.115,-7.123,4.666666666666667,Hip Hop,0
"Shook Ones, Pt. II",Mobb Deep,Mobb Deep,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,79,1995,0.763,0.786,0.504,0.0146,0.0114,0.229,93.857,-6.472,5.4251,Hip Hop,1
"I Like It, I Love It",Tim McGraw,Tim McGraw,contemporary country;country;country road,72,1995,0.643,0.961,0.96,0.0196,0.0,0.0315,124.027,-5.298,3.428433333333333,Country,2
Any Man Of Mine,Shania Twain,Shania Twain,canadian country;canadian pop;contemporary country;country;country dawn,74,1995,0.592,0.725,0.784,0.207,0.0,0.0412,78.235,-8.698,4.112666666666667,Country,2
They Don't Care About Us,Michael Jackson,Michael Jackson,r&b;soul,75,1995,0.859,0.905,0.731,0.205,0.00837,0.129,89.946,-5.539,4.736,R&B,1
Cotton Eye Joe,Rednex,Rednex,eurodance;europop;swedish country,61,1995,0.738,0.937,0.614,0.0124,0.00206,0.0668,131.994,-7.788,3.230433333333333,Country,2
No One Needs To Know,Shania Twain,Shania Twain,canadian country;canadian pop;contemporary country;country;country dawn,64,1995,0.663,0.525,0.731,0.108,0.0,0.0331,134.748,-9.674,3.066,Country,2
That Ain't My Truck,Rhett Akins,Rhett Akins,contemporary country;country;country road,63,1995,0.64,0.788,0.774,0.232,0.0,0.035,128.961,-9.012,4.051766666666667,Country,2
Put It On,Big L,Big L,east coast hip hop;hardcore hip hop;harlem hip hop,66,1995,0.711,0.62,0.805,0.0175,0.0,0.212,179.817,-10.174,3.6271,Hip Hop,1
Who Can I Run To,Xscape,Xscape,atl hip hop;contemporary r&b;girl group;hip pop;r&b;urban contemporary,60,1995,0.71,0.545,0.632,0.483,0.0,0.0588,140.233,-9.599,3.60555,Hip Hop,0
I2I,Tevin Campbell;Rosie Gaines,Tevin Campbell,contemporary r&b;new jack swing;r&b;urban contemporary,67,1995,0.728,0.756,0.775,0.0394,0.0,0.0389,130.136,-7.993,4.0231,R&B,2
Survival of the Fittest,Mobb Deep,Mobb Deep,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,72,1995,0.813,0.703,0.241,0.125,1.26e-06,0.268,94.828,-5.077,3.742216666666667,Hip Hop,1
Shadowboxin',GZA;Method Man,GZA,east coast hip hop;hardcore hip hop,66,1995,0.704,0.642,0.72,0.00704,1.43e-06,0.39,92.09,-10.11,3.49955,Hip Hop,1
Buddah Lovaz,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,65,1995,0.693,0.544,0.613,0.207,0.0,0.0403,120.188,-10.32,4.724883333333334,Hip Hop,0
Runnin',The Pharcyde,The Pharcyde,alternative hip hop;hardcore hip hop;hip hop;jazz rap;west coast rap,67,1995,0.754,0.785,0.821,0.0287,0.00144,0.18,94.123,-8.178,4.937766666666667,Hip Hop,1
So Many Tears,2Pac,2Pac,g funk;gangster rap;hip hop;rap;west coast rap,67,1995,0.899,0.6,0.586,0.0184,1.68e-05,0.154,92.717,-7.451,3.9871,Hip Hop,1
XXX's And OOO's (An American Girl),Trisha Yearwood,Trisha Yearwood,contemporary country;country;country dawn;country road,64,1995,0.711,0.642,0.762,0.176,0.0,0.0319,125.831,-8.909,2.798433333333334,Country,2
Every Little Thing I Do,Soul For Real,Soul For Real,boy band;contemporary r&b;new jack swing;r&b,62,1995,0.713,0.378,0.291,0.00561,0.00186,0.0298,99.055,-9.04,4.334433333333333,R&B,0
Soon as I Get Home,Faith Evans,Faith Evans,contemporary r&b;hip pop;r&b;urban contemporary,61,1995,0.652,0.498,0.336,0.519,0.0,0.0413,120.141,-6.2,5.404666666666667,R&B,0
"Tall, Tall Trees",Alan Jackson,Alan Jackson,country,61,1995,0.676,0.815,0.965,0.204,0.0,0.037,145.969,-6.192,2.460666666666667,Country,2
Don't Take It Personal (Just One of Dem Days),Monica,Monica,contemporary r&b;hip pop;r&b;urban contemporary,60,1995,0.731,0.355,0.529,0.00864,5.14e-05,0.0603,175.72,-12.741,4.307766666666667,R&B,0
Fightin Side Of Me,Merle Haggard,Merle Haggard,bakersfield sound;country;country rock;nashville sound;outlaw country,60,1995,0.75,0.451,0.743,0.512,0.0,0.048,95.483,-13.355,2.9111,Country,0
Doin' It,LL COOL J;Leshaun,LL COOL J,east coast hip hop;golden age hip hop;hip hop;old school hip hop;queens hip hop;rap,64,1995,0.801,0.55,0.609,0.365,0.0234,0.209,94.994,-11.044,4.898883333333333,Hip Hop,1
Man in the Mirror,Michael Jackson,Michael Jackson,r&b;soul,66,1995,0.794,0.798,0.265,0.429,1.16e-05,0.0366,100.338,-5.639,5.321766666666667,R&B,2
God Blessed Texas - Special Version,Little Texas,Little Texas,contemporary country;country;country road,59,1995,0.655,0.838,0.968,0.223,1.29e-05,0.0318,128.784,-6.374,3.462666666666667,Country,2
You Are Not Alone,Michael Jackson,Michael Jackson,r&b;soul,69,1995,0.651,0.402,0.258,0.639,7.73e-05,0.028,119.873,-9.303,5.76,R&B,0
I Can Love You Like That,John Michael Montgomery,John Michael Montgomery,contemporary country;country;country road,61,1995,0.655,0.336,0.203,0.302,0.0,0.0264,88.554,-11.049,3.916666666666667,Country,0
My Front Porch Looking In,Lonestar,Lonestar,contemporary country;country;country road,59,1995,0.529,0.811,0.454,0.0317,0.0,0.0511,102.703,-5.62,3.726216666666667,Country,2
Stand Out,Tevin Campbell,Tevin Campbell,contemporary r&b;new jack swing;r&b;urban contemporary,62,1995,0.816,0.715,0.938,0.0287,0.0,0.0607,141.989,-9.759,3.007333333333333,R&B,1
Freak Like Me,Adina Howard,Adina Howard,contemporary r&b;r&b,63,1995,0.655,0.837,0.66,0.0262,5.85e-06,0.0723,91.014,-6.04,4.226883333333333,R&B,2
"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",Raekwon;Ghostface Killah;Method Man;Cappadonna,Raekwon,east coast hip hop;hardcore hip hop,62,1995,0.683,0.902,0.724,0.219,0.000761,0.291,90.447,-7.389,4.220433333333333,Hip Hop,1
Loungin (Who Do Ya Luv) - Remix,LL COOL J;Total,LL COOL J,east coast hip hop;golden age hip hop;hip hop;old school hip hop;queens hip hop;rap,62,1995,0.817,0.584,0.501,0.432,0.00609,0.174,99.947,-9.785,3.822883333333333,Hip Hop,1
Hey Lover,LL COOL J;Boyz II Men,LL COOL J,east coast hip hop;golden age hip hop;hip hop;old school hip hop;queens hip hop;rap,61,1995,0.707,0.427,0.541,0.339,0.0,0.0698,88.08,-12.216,4.744883333333333,Hip Hop,0
Give Up the Goods (Just Step) (feat. Big Noyd),Mobb Deep;Big Noyd,Mobb Deep,east coast hip hop;hardcore hip hop;hip hop;queens hip hop,62,1995,0.782,0.597,0.528,0.0568,0.0,0.335,94.631,-6.399,4.052216666666666,Hip Hop,1
Get On Up,Jodeci,Jodeci,contemporary r&b;new jack swing;r&b;urban contemporary,58,1995,0.717,0.561,0.673,0.567,0.0,0.245,93.116,-7.898,3.76555,R&B,1
Why I Love You So Much,Monica,Monica,contemporary r&b;hip pop;r&b;urban contemporary,58,1995,0.721,0.398,0.578,0.0158,3.54e-05,0.0449,151.823,-8.932,4.504433333333333,R&B,2
You Win My Love,Shania Twain,Shania Twain,canadian country;canadian pop;contemporary country;country;country dawn,58,1995,0.707,0.802,0.947,0.0165,0.0,0.0352,127.732,-8.943,4.426666666666667,Country,2
Mo'murda,Bone Thugs-N-Harmony,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,56,1995,0.746,0.727,0.517,0.0775,0.0,0.147,152.084,-8.787,5.748883333333334,Hip Hop,1
No News,Lonestar,Lonestar,contemporary country;country;country road,58,1995,0.741,0.683,0.86,0.35,0.0,0.0285,116.301,-5.866,2.893333333333334,Country,2
Freek'n You,Jodeci,Jodeci,contemporary r&b;new jack swing;r&b;urban contemporary,60,1995,0.709,0.52,0.453,0.0682,0.0,0.0301,134.173,-9.365,6.320666666666667,R&B,2
